6.375859903633273705e-09 6.352234205949105908e-09 6.329442707108471353e-09 6.307439103399058854e-09 6.282707053201666255e-09 6.258926520191163324e-09 6.239256819561726748e-09 6.217094381293599795e-09 6.195731181441616524e-09 6.172236698765246780e-09 6.152437759266320424e-09 6.130626068445632527e-09 6.112214848193226844e-09 6.092398713471768450e-09 6.072797829932543844e-09 6.053888154149360359e-09 6.035631200367373390e-09 6.015828110730663064e-09 5.996759383969749370e-09 5.980391074444926856e-09 5.962594926540754277e-09 5.945417916474539860e-09 5.927017133717002160e-09 5.911038339341899177e-09 5.893894134699458935e-09 5.877356523252069125e-09 5.861391519570718812e-09 5.845967705782236001e-09 5.829591927652736917e-09 5.813800048011276591e-09 5.798559068241732560e-09 5.783838505494870329e-09 5.769610153634224163e-09 5.754619012969749689e-09 5.740151165912293768e-09 5.726177609179111412e-09 5.712671510445339760e-09 5.698538622976210842e-09 5.685928606375894924e-09 5.672714393913260640e-09 5.658975121604250220e-09 5.646648772791006894e-09 5.633813674112183678e-09 1.928869140212012589e-08
6.352234205949105908e-09 6.379339969807938678e-09 6.356451216841347512e-09 6.334353721051314895e-09 6.309516136156890454e-09 6.285634128690106901e-09 6.265880495031258028e-09 6.243623486915933631e-09 6.222169127665275155e-09 6.198574391144548248e-09 6.178690967138073234e-09 6.156786203152640730e-09 6.138296419961223392e-09 6.118395727358089027e-09 6.098711204440434046e-09 6.079720838747241776e-09 6.061385980300226624e-09 6.041498388446822337e-09 6.022348293085834937e-09 6.005910137973088826e-09 5.988038051719187506e-09 5.970787745240474226e-09 5.952308444081995881e-09 5.936261466227972516e-09 5.919044105157806880e-09 5.902435925690386532e-09 5.886402797376700006e-09 5.870913168279650651e-09 5.854467512692774629e-09 5.838608247160526589e-09 5.823302232257640744e-09 5.808518855060813992e-09 5.794229789074534049e-09 5.779174679370875970e-09 5.764645096232354470e-09 5.750611912615654167e-09 5.737048181699084723e-09 5.722854987462609864e-09 5.710191162372061076e-09 5.696920563241212748e-09 5.683122663769109234e-09 5.670743716910936013e-09 5.657853849288994264e-09 1.925571529276925105e-08
6.329442707108471353e-09 6.356451216841347512e-09 6.382697712450089357e-09 6.360508973636797328e-09 6.335568831585773715e-09 6.311588212648104379e-09 6.291753014034000077e-09 6.269404104251246312e-09 6.247861157559788417e-09 6.224168995741934061e-09 6.204203470861390827e-09 6.182208259663804434e-09 6.163642130096589263e-09 6.143659265315427742e-09 6.123893462808469818e-09 6.104824683778534341e-09 6.086414118657260072e-09 6.066444408720281686e-09 6.047215240480946406e-09 6.030709210393427105e-09 6.012763328303237469e-09 5.995441793386233865e-09 5.976886189133440432e-09 5.960772951519148620e-09 5.943484498045956638e-09 5.926807741554252510e-09 5.910708410666594563e-09 5.895154823164422677e-09 5.878641261632479514e-09 5.862716511425064857e-09 5.847347296280529481e-09 5.832502876871398484e-09 5.818154809738902856e-09 5.803037535809130427e-09 5.788447958402261577e-09 5.774356830206170679e-09 5.760737093132739119e-09 5.746485293615189541e-09 5.733769178179243752e-09 5.720443783265349682e-09 5.706588910728315719e-09 5.694158849818721462e-09 5.681215758496574923e-09 1.922351178091776764e-08
6.307439103399058854e-09 6.334353721051314895e-09 6.360508973636797328e-09 6.385939893703286052e-09 6.360900034670244942e-09 6.336823535166118725e-09 6.316909030422182104e-09 6.294470764057962955e-09 6.272841683228879317e-09 6.249054794168930401e-09 6.229009442081254009e-09 6.206926288478408300e-09 6.188285926839683890e-09 6.168223165522088239e-09 6.148378334348448801e-09 6.129233313527596507e-09 6.110749138320728760e-09 6.090699584443703854e-09 6.071393533136917314e-09 6.054821507775513109e-09 6.036803873519757474e-09 6.019413082734751407e-09 6.000783288493310374e-09 5.984605626088570438e-09 5.967248049015337687e-09 5.950504614642498805e-09 5.934340914566992089e-09 5.918725139896756438e-09 5.902145552978311525e-09 5.886157131600666972e-09 5.870726466455284000e-09 5.855822695311097934e-09 5.841417260985209821e-09 5.826239544379147880e-09 5.811591634159860912e-09 5.797444166077092177e-09 5.783769973857651752e-09 5.769461192048930695e-09 5.756694234374329111e-09 5.743315561168665632e-09 5.729405293354698675e-09 5.716925533924636758e-09 5.703930692856959146e-09 1.919205228826235925e-08
6.282707053201666255e-09 6.309516136156890454e-09 6.335568831585773715e-09 6.360900034670244942e-09 6.389584707690089316e-09 6.365399634475956772e-09 6.345395324664527583e-09 6.322855872252693044e-09 6.301129254422882937e-09 6.277235097660071707e-09 6.257099350444807722e-09 6.234916612186193492e-09 6.216192191267230205e-09 6.196038956314593104e-09 6.176104634268554658e-09 6.156873278391467672e-09 6.138305748231846808e-09 6.118165780279137885e-09 6.098772667744220283e-09 6.082125910328203497e-09 6.064027025000365282e-09 6.046557809913058994e-09 6.027844004045383213e-09 6.011593387977830356e-09 5.994157536380545199e-09 5.977338596978919607e-09 5.961102006204154693e-09 5.945415811721009316e-09 5.928761458648880290e-09 5.912700936996618568e-09 5.897200686795383438e-09 5.882229706639940668e-09 5.867759310567900889e-09 5.852513149585155541e-09 5.837799184167268832e-09 5.823587917645001479e-09 5.809852061238026568e-09 5.795478753540632816e-09 5.782654222880392471e-09 5.769215218139212404e-09 5.755242221547608640e-09 5.742706184261162047e-09 5.729652742560723044e-09 1.915625366451747493e-08
6.258926520191163324e-09 6.285634128690106901e-09 6.311588212648104379e-09 6.336823535166118725e-09 6.365399634475956772e-09 6.393089894765302745e-09 6.372998563780436682e-09 6.350361062017437830e-09 6.328539930765459750e-09 6.304541831523284438e-09 6.284318491365940057e-09 6.262039255505980703e-09 6.243233381085464781e-09 6.222992477116967976e-09 6.202971438352759496e-09 6.183656423745579178e-09 6.165008122578233351e-09 6.144780543322721943e-09 6.125303068396635038e-09 6.108583895567244992e-09 6.090406277893529393e-09 6.072861069602245308e-09 6.054065856409776537e-09 6.037744548191752245e-09 6.020232848525716906e-09 6.003340744698201067e-09 5.987033522784686698e-09 5.971279091453406754e-09 5.954552289925878769e-09 5.938421903056902656e-09 5.922854224887705038e-09 5.907818119153179096e-09 5.893284775103521254e-09 5.877972291471722420e-09 5.863194318520027170e-09 5.848921231265105746e-09 5.835125622217127579e-09 5.820689788888317422e-09 5.807809469964580067e-09 5.794312003923140461e-09 5.780278223101971293e-09 5.767687652533188968e-09 5.754577426778468717e-09 1.912138972350819485e-08
6.239256819561726748e-09 6.265880495031258028e-09 6.291753014034000077e-09 6.316909030422182104e-09 6.345395324664527583e-09 6.372998563780436682e-09 6.395989600268800439e-09 6.373270432140457953e-09 6.351370579636655392e-09 6.327285905578901765e-09 6.306989608312463531e-09 6.284629998556376312e-09 6.265756280633203507e-09 6.245442356192939344e-09 6.225349090136011750e-09 6.205964395267464484e-09 6.187248819053955836e-09 6.166948267396508202e-09 6.147400526122132799e-09 6.130621037711507799e-09 6.112377843015135613e-09 6.094769339162118558e-09 6.075906320928115369e-09 6.059526132453172012e-09 6.041951258110104508e-09 6.024998214840727394e-09 6.008632163487618732e-09 5.992820896947298499e-09 5.976033752317476402e-09 5.959845173953653710e-09 5.944221334300463929e-09 5.929130984766550938e-09 5.914545210665324502e-09 5.899177486181613605e-09 5.884346200662536393e-09 5.870021622250571236e-09 5.856176244581461146e-09 5.841688332977803596e-09 5.828761547405848812e-09 5.815215388314951660e-09 5.801130979651378141e-09 5.788494987721761200e-09 5.775337465913908238e-09 1.909222082589289465e-08
6.217094381293599795e-09 6.243623486915933631e-09 6.269404104251246312e-09 6.294470764057962955e-09 6.322855872252693044e-09 6.350361062017437830e-09 6.373270432140457953e-09 6.399257266484533397e-09 6.377268117936376839e-09 6.353085239284668187e-09 6.332706184426112438e-09 6.310255403978164130e-09 6.291304728990897304e-09 6.270907975084204903e-09 6.250732779289316569e-09 6.231269043862281223e-09 6.212477155403136686e-09 6.192093828806411223e-09 6.172466382156326567e-09 6.155618475844664127e-09 6.137300895025261112e-09 6.119620592983614361e-09 6.100680661313205587e-09 6.084233683071696786e-09 6.066587147663398153e-09 6.049564978827836474e-09 6.033132195351886961e-09 6.017256458808490076e-09 6.000400865059609227e-09 5.984146278214163206e-09 5.968458732785860151e-09 5.953306852768075361e-09 5.938661605575384207e-09 5.923231219619095821e-09 5.908339459942519595e-09 5.893956473457306810e-09 5.880054641642753159e-09 5.865507655979263911e-09 5.852528161795797866e-09 5.838926768614955240e-09 5.824784931163655828e-09 5.812097416325580488e-09 5.798886245085581494e-09 1.905899144392498066e-08
6.195731181441616524e-09 6.222169127665275155e-09 6.247861157559788417e-09 6.272841683228879317e-09 6.301129254422882937e-09 6.328539930765459750e-09 6.351370579636655392e-09 6.377268117936376839e-09 6.402407574650704450e-09 6.378129366083450825e-09 6.357669976141280137e-09 6.335130693781095306e-09 6.316105314443198606e-09 6.295628155682503678e-09 6.275373428424925888e-09 6.255832966141622745e-09 6.236966999274958094e-09 6.216503320755248668e-09 6.196798501892430714e-09 6.179884180431897026e-09 6.161494390945458654e-09 6.143744392416277325e-09 6.124729798745841310e-09 6.108217985830623591e-09 6.090501887044269382e-09 6.073412616109702275e-09 6.056915053916402706e-09 6.040976734557877331e-09 6.024054695355927570e-09 6.007736032251672971e-09 5.991986645865462480e-09 5.976775036505143656e-09 5.962072057137629527e-09 5.946580843956789481e-09 5.931630380342908298e-09 5.917190695525510955e-09 5.903234062110540564e-09 5.888629731623273709e-09 5.875599071732773036e-09 5.861944061293128987e-09 5.847746476129188709e-09 5.835008946578830795e-09 5.821745696351183023e-09 1.902659142735978395e-08
6.172236698765246780e-09 6.198574391144548248e-09 6.224168995741934061e-09 6.249054794168930401e-09 6.277235097660071707e-09 6.304541831523284438e-09 6.327285905578901765e-09 6.353085239284668187e-09 6.378129366083450825e-09 6.405872718506054785e-09 6.385324335062350400e-09 6.362687012161126598e-09 6.343578876928255389e-09 6.323012647375875058e-09 6.302669816850979383e-09 6.283044358183859444e-09 6.264096328828724968e-09 6.243543638153185085e-09 6.223753107994348133e-09 6.206765213240716649e-09 6.188295432524652768e-09 6.170468225705012598e-09 6.151370923054702305e-09 6.134787287663245575e-09 6.116994128042283914e-09 6.099830522825835354e-09 6.083261200143559999e-09 6.067253552869968903e-09 6.050257906804573735e-09 6.033868261380020646e-09 6.018050368892432157e-09 6.002772592633454903e-09 5.988005658787307299e-09 5.972447062497399430e-09 5.957431567907017091e-09 5.942929073879934570e-09 5.928911732414492237e-09 5.914243876547862170e-09 5.901156536372456306e-09 5.887442129870860424e-09 5.873182788573399233e-09 5.860389853785700660e-09 5.847068911560257495e-09 1.899053598403324244e-08
